Area,City,Size (sq ft),Price ($)
Uptown,CityC,1740,182990
Suburb,CityC,973,891032
Uptown,CityE,4631,780050
Downtown,CityE,3749,732574
Countryside,CityB,2292,395906
Countryside,CityA,2234,481150
Downtown,CityD,4442,792859
Suburb,CityC,1444,581204
Countryside,CityA,2011,500886
Seaside,CityA,4581,317759
Countryside,CityB,1358,641629
Seaside,CityD,4060,195140
Downtown,CityC,729,970506
Downtown,CityD,2917,117015
Countryside,CityB,677,996612
Uptown,CityE,4428,748869
Seaside,CityA,3115,810557
Suburb,CityC,2113,149849
Countryside,CityE,3340,476863
Suburb,CityB,3447,115852
Countryside,CityD,2274,679649
Uptown,CityA,4371,473938
Uptown,CityC,581,776618
Uptown,CityE,1345,686643
Uptown,CityE,3309,486917
Downtown,CityA,1716,564944
Downtown,CityD,3760,127410
Seaside,CityB,3645,885334
Suburb,CityD,2763,303014
Countryside,CityD,2837,658212
Countryside,CityD,944,999054
Downtown,CityA,1422,862199
Countryside,CityA,4788,957263
Downtown,CityB,4884,505480
Seaside,CityD,3130,390182
Suburb,CityA,1667,335530
Seaside,CityB,4463,371280
Uptown,CityB,3941,375357
Uptown,CityD,4012,308680
Uptown,CityC,1395,208546
Seaside,CityD,4222,594805
Countryside,CityC,2560,651719
Suburb,CityB,3534,142290
Uptown,CityA,2887,578751
Uptown,CityE,2397,983247
Uptown,CityB,2299,230374
Suburb,CityA,4907,142747
Uptown,CityB,3280,700262
Suburb,CityD,1627,966195
Uptown,CityC,838,824568
Seaside,CityB,4954,753420
Seaside,CityA,1672,435138
Suburb,CityD,3308,839435
Seaside,CityE,3529,955447
Suburb,CityD,2589,770247
Seaside,CityC,4797,619116
Seaside,CityD,3517,624339
Suburb,CityE,948,954127
Countryside,CityA,1293,563142
Seaside,CityB,936,316643
Uptown,CityC,2120,353116
Countryside,CityE,4001,390635
Suburb,CityC,3419,902512
Countryside,CityD,4808,659168
Downtown,CityC,1448,291037
Downtown,CityE,4444,473200
Seaside,CityB,1627,147361
Seaside,CityB,691,449829
Uptown,CityC,4512,967307
Countryside,CityA,4260,194841
Downtown,CityC,4230,822250
Seaside,CityD,1903,562506
Countryside,CityB,2490,614136
Seaside,CityB,1604,615750
Seaside,CityB,1048,974523
Downtown,CityA,3948,657293
Downtown,CityA,2361,337903
Seaside,CityE,4749,884446
Suburb,CityC,1070,689759
Seaside,CityC,2284,751006
Seaside,CityD,2787,206379
Uptown,CityB,2921,937160
Uptown,CityA,4472,764051
Uptown,CityD,1304,109756
Suburb,CityD,1298,747958
Suburb,CityA,3775,922740
Seaside,CityC,1110,164079
Uptown,CityB,2306,689812
Suburb,CityC,4738,553682
Downtown,CityD,3760,633615
Seaside,CityB,4867,274380
Countryside,CityE,3871,205561
Seaside,CityD,2973,456580
Countryside,CityC,2593,116533
Uptown,CityC,2642,621970
Countryside,CityC,4501,197417
Uptown,CityA,3580,455462
Downtown,CityD,1932,799848
Countryside,CityB,3017,822520
Seaside,CityC,3357,140429
Uptown,CityC,1005,544942
Seaside,CityA,1596,448492
Suburb,CityB,4679,959497
Uptown,CityD,4654,513869
Countryside,CityE,1544,979828
Uptown,CityA,2704,637942
Seaside,CityD,4402,495324
Downtown,CityE,1852,431627
Uptown,CityC,2096,632187
Countryside,CityC,1075,244444
Suburb,CityB,1179,530898
Downtown,CityE,4798,982341
Suburb,CityC,4212,991403
Uptown,CityC,4328,561015
Seaside,CityB,1629,716012
Seaside,CityD,4404,129295
Countryside,CityC,3693,559329
Seaside,CityA,817,442709
Downtown,CityA,4196,149574
Seaside,CityD,3496,463211
Countryside,CityE,4094,296006
Uptown,CityB,3709,130066
Uptown,CityA,3042,314221
Seaside,CityA,1178,840456
Suburb,CityD,2389,240017
Uptown,CityE,2143,129418
Seaside,CityE,1334,182607
Countryside,CityD,2741,674162
Seaside,CityA,2855,998590
Uptown,CityB,2168,510346
Countryside,CityA,3053,972689
Seaside,CityE,780,230538
Downtown,CityA,3262,313699
Countryside,CityB,1746,312465
Downtown,CityC,2272,534610
Suburb,CityA,2664,604588
Countryside,CityD,691,673923
Downtown,CityC,3335,357470
Uptown,CityD,3165,999455
Uptown,CityD,3063,461981
Suburb,CityD,806,313161
Countryside,CityA,1031,379548
Countryside,CityE,4717,696917
Countryside,CityC,3196,113156
Suburb,CityB,558,548834
Countryside,CityE,2073,149999
Uptown,CityA,1640,507001
Downtown,CityD,2310,279431
Uptown,CityB,3698,584023
Uptown,CityC,3976,376838
Downtown,CityE,4994,955981
Uptown,CityE,3062,288302
Suburb,CityB,3352,132799
Downtown,CityA,1441,976720
Uptown,CityC,2274,242228
Seaside,CityB,1921,402789
Uptown,CityD,935,794298
Suburb,CityC,1339,550198
Countryside,CityE,4501,439758
Uptown,CityB,4955,322686
Countryside,CityE,3181,233387
Seaside,CityE,2150,328339
Uptown,CityE,1745,984801
Downtown,CityA,2761,112420
Countryside,CityE,1415,380456
Seaside,CityD,3139,907827
Downtown,CityD,4389,402445
Downtown,CityC,4981,351985
Downtown,CityE,1826,146972
Downtown,CityE,3858,687582
Uptown,CityB,2085,180853
Uptown,CityA,3868,744423
Uptown,CityC,888,182504
Seaside,CityE,3291,909286
Seaside,CityB,3832,221373
Seaside,CityA,1203,432924
Suburb,CityC,3320,524145
Seaside,CityC,1559,468602
Uptown,CityE,4674,943535
Uptown,CityC,1798,609652
Suburb,CityB,1801,425764
Suburb,CityC,1173,976022
Seaside,CityD,2859,970556
Countryside,CityB,4799,931022
Suburb,CityA,4612,986628
Downtown,CityA,4082,696842
Uptown,CityE,1516,503837
Downtown,CityE,709,217781
Uptown,CityD,998,625261
Uptown,CityA,928,874072
Suburb,CityA,4139,340210
Suburb,CityA,3651,945218
Downtown,CityA,2605,204919
Uptown,CityC,2053,137097
Downtown,CityB,3706,221403
Countryside,CityB,3069,920677
Downtown,CityD,3128,820571
Seaside,CityC,2376,679129
Downtown,CityA,1567,649634
Seaside,CityA,2006,729921
Seaside,CityE,3513,696268
Seaside,CityE,2167,190417
Countryside,CityD,4566,542369
Downtown,CityA,1447,963374
Downtown,CityD,4889,991579
Countryside,CityC,1671,977407
Uptown,CityB,671,892404
Suburb,CityA,1643,934495
Downtown,CityC,2359,230017
Suburb,CityA,2688,943487
Countryside,CityE,2993,858769
Uptown,CityD,4077,557582
Uptown,CityE,688,242003
Uptown,CityB,4576,763062
Countryside,CityE,657,709122
Seaside,CityA,3217,943882
Seaside,CityE,2470,852936
Suburb,CityA,745,689540
Seaside,CityB,3403,146904
Seaside,CityE,3295,152320
Uptown,CityD,4324,393144
Uptown,CityD,2877,195341
Suburb,CityD,1349,882884
Downtown,CityE,2310,889031
Suburb,CityE,4486,449780
Suburb,CityE,2626,851405
Countryside,CityA,4764,840079
Countryside,CityB,3530,811525
Suburb,CityD,2807,289927
Suburb,CityA,3576,334849
Suburb,CityD,2844,624306
Seaside,CityA,1119,231930
Countryside,CityE,3402,519208
Suburb,CityD,2907,525796
Uptown,CityE,4952,433060
Uptown,CityD,3504,791160
Seaside,CityC,4414,683058
Seaside,CityA,2986,315523
Downtown,CityC,3902,336847
Downtown,CityA,4096,923919
Downtown,CityB,2177,244015
Seaside,CityD,4539,596383
Seaside,CityB,1804,202342
Seaside,CityB,4593,685745
Uptown,CityA,2463,618327
Seaside,CityC,3807,380980
Uptown,CityE,1861,987582
Downtown,CityA,4794,599584
Downtown,CityE,2287,897826
Downtown,CityB,1573,434302
Suburb,CityE,1665,617912
Suburb,CityC,4099,486804
Countryside,CityA,3217,734887
Countryside,CityC,3653,911712
Countryside,CityC,4626,224221
Suburb,CityA,3555,349222
Suburb,CityC,1159,177318
Countryside,CityD,3082,432306
Countryside,CityD,1629,516656
Seaside,CityD,2774,414856
Countryside,CityE,4966,885072
Seaside,CityC,1968,471722
Uptown,CityA,2602,614021
Suburb,CityA,3766,803016
Countryside,CityE,2971,761949
Suburb,CityA,1651,934673
Suburb,CityD,592,879955
Suburb,CityC,3066,647521
Uptown,CityA,1781,266083
Downtown,CityA,3400,894609
Countryside,CityB,3299,623099
Downtown,CityB,3677,265600
Downtown,CityB,3104,738794
Downtown,CityC,4381,859106
Suburb,CityD,2913,685639
Seaside,CityD,2044,978340
Suburb,CityD,4030,550047
Suburb,CityC,3146,676115
Downtown,CityC,2558,516724
Suburb,CityB,1645,704789
Downtown,CityA,1410,168772
Seaside,CityE,3806,639899
Countryside,CityE,2066,253354
Downtown,CityA,2895,927435
Seaside,CityB,3505,836725
Countryside,CityA,4748,567432
Uptown,CityA,591,874324
Downtown,CityE,4492,242412
Downtown,CityB,830,458773
Uptown,CityC,1454,448787
Uptown,CityE,4280,961116
Downtown,CityC,3101,470754
Uptown,CityB,3477,183035
Suburb,CityA,4789,904597
Countryside,CityD,1029,733610
Countryside,CityD,3392,511476
Countryside,CityB,1766,154515
Suburb,CityD,1973,845812
Uptown,CityC,2097,209446
Seaside,CityD,3025,654768
Uptown,CityB,4261,807887
Downtown,CityB,3242,159789
Countryside,CityC,4925,807262
Uptown,CityD,969,132191
Seaside,CityD,4330,683776
Downtown,CityA,1033,830442
Suburb,CityE,4555,267116
Suburb,CityB,4179,804960
Seaside,CityA,4587,973889
Downtown,CityB,1261,804136
Countryside,CityA,1390,988908
Uptown,CityE,2855,604703
Downtown,CityA,2455,698813
Suburb,CityB,3471,939080
Seaside,CityD,2172,638028
Seaside,CityB,3336,982148
Uptown,CityC,4144,768462
Seaside,CityC,2797,311965
Seaside,CityC,4561,544550
Downtown,CityC,3666,213917
Countryside,CityE,1819,725918
Uptown,CityD,683,649509
Downtown,CityD,1783,163265
Countryside,CityB,3346,625007
Downtown,CityA,2733,314514
Downtown,CityB,4588,232141
Seaside,CityB,1932,679002
Countryside,CityB,3640,173285
Uptown,CityB,2296,375079
Uptown,CityD,2555,596407
Countryside,CityA,3836,668323
Seaside,CityB,1282,488831
Suburb,CityD,2007,982688
Downtown,CityB,4354,521153
Seaside,CityC,1176,380684
Countryside,CityB,2330,697768
Downtown,CityB,4590,935134
Uptown,CityE,4806,178283
Suburb,CityC,1860,831401
Uptown,CityA,3186,867113
Countryside,CityB,690,570449
Downtown,CityA,1342,246293
Countryside,CityC,834,416925
Downtown,CityB,1610,631375
Seaside,CityE,1078,384933
Suburb,CityD,561,549239
Seaside,CityE,886,526616
Seaside,CityE,1669,757559
Countryside,CityD,2700,278388
Suburb,CityD,2183,973705
Downtown,CityD,986,545278
Downtown,CityB,4232,215310
Uptown,CityA,1040,564825
Downtown,CityA,2560,247816
Countryside,CityD,4746,569311
Seaside,CityE,1738,286589
Seaside,CityC,1490,198231
Seaside,CityD,4967,804225
Suburb,CityE,2799,567153
Downtown,CityE,4407,832555
Countryside,CityB,4788,600642
Suburb,CityB,1580,638182
Uptown,CityA,697,522376
Countryside,CityA,2694,415239
Countryside,CityC,2098,653560
Countryside,CityC,2100,678309
Seaside,CityC,4192,321120
Countryside,CityC,4365,133645
Downtown,CityE,1183,998511
Countryside,CityE,3583,121179
Seaside,CityA,4489,634979
Countryside,CityB,832,753724
Uptown,CityB,2271,360005
Uptown,CityD,4700,312718
Seaside,CityE,3221,331899
Downtown,CityC,1306,407455
Downtown,CityC,1564,457525
Suburb,CityD,1388,270110
Seaside,CityB,3423,911399
Countryside,CityC,820,652766
Seaside,CityB,4457,548991
Suburb,CityD,2882,402476
Seaside,CityB,3731,925745
Seaside,CityB,2811,692145
Suburb,CityB,4101,145900
Downtown,CityC,2000,321141
Countryside,CityA,2068,226861
Suburb,CityE,3781,665386
Uptown,CityB,2019,632582
Downtown,CityB,2418,817940
Uptown,CityB,4589,269173
Downtown,CityA,2365,256131
Countryside,CityD,1905,983216
Countryside,CityC,3223,927058
Seaside,CityA,504,644991
Uptown,CityB,1668,990125
Downtown,CityA,2898,554633
Countryside,CityA,3130,871896
Suburb,CityA,847,814588
Countryside,CityD,4720,758565
Suburb,CityE,2313,528145
Downtown,CityC,3842,835882
Countryside,CityD,3074,635916
Countryside,CityD,4325,727943
Downtown,CityE,552,301161
Countryside,CityD,648,368662
Suburb,CityA,1002,269563
Countryside,CityA,1369,239018
Uptown,CityB,4021,624898
Seaside,CityD,4814,563054
Suburb,CityB,4371,396455
Uptown,CityC,1800,226419
Downtown,CityA,2999,886289
Suburb,CityC,4533,330842
Seaside,CityE,3789,928308
Seaside,CityA,4353,573408
Downtown,CityC,2951,335612
Downtown,CityE,4885,343095
Suburb,CityC,838,936765
Countryside,CityE,3324,623111
Downtown,CityE,2193,806658
Countryside,CityA,1486,446336
Uptown,CityB,3990,666099
Seaside,CityE,3233,694360
Countryside,CityE,4267,739695
Seaside,CityA,4576,350440
Countryside,CityB,2506,142974
Uptown,CityD,3607,775216
Downtown,CityD,4968,595162
Uptown,CityB,3830,706271
Downtown,CityC,3541,407967
Downtown,CityA,1030,461007
Seaside,CityB,1423,877494
Uptown,CityD,4618,986469
Countryside,CityE,740,567613
Uptown,CityD,2396,316886
Seaside,CityE,3824,167078
Downtown,CityA,1313,994199
Seaside,CityE,1282,692239
Suburb,CityB,4555,995719
Suburb,CityE,507,243977
Countryside,CityC,4273,613994
Seaside,CityB,3639,908033
Countryside,CityA,4289,203691
Countryside,CityB,4551,318171
Suburb,CityC,1017,796315
Countryside,CityA,3690,303251
Suburb,CityD,3602,672723
Downtown,CityC,3216,373390
Seaside,CityA,1078,364602
Countryside,CityE,4982,619161
Suburb,CityB,2365,289579
Uptown,CityA,1876,106028
Countryside,CityB,3438,334823
Downtown,CityE,1405,219247
Downtown,CityA,1464,414045
Uptown,CityD,2476,331324
Suburb,CityC,2387,761666
Countryside,CityA,2947,992987
Suburb,CityE,1491,599612
Downtown,CityA,4056,914110
Suburb,CityB,4459,976876
Downtown,CityA,4104,374507
Suburb,CityD,1583,769426
Uptown,CityA,934,163804
Seaside,CityC,520,214433
Uptown,CityA,3422,148544
Uptown,CityB,2425,984679
Seaside,CityA,1972,100189
Seaside,CityD,1599,898184
Countryside,CityE,3137,351768
Countryside,CityA,889,107482
Uptown,CityA,3913,903111
Uptown,CityC,3115,880788
Downtown,CityD,1854,583304
Downtown,CityE,505,625087
Countryside,CityB,690,745979
Countryside,CityA,647,503150
Downtown,CityE,4853,419702
Downtown,CityB,4050,421367
Suburb,CityD,4605,839980
Suburb,CityD,1610,403700
Downtown,CityE,4333,503125
Suburb,CityB,1124,191467
Seaside,CityD,4625,997151
Countryside,CityE,2675,715692
Countryside,CityD,3649,143558
Downtown,CityD,1578,834742
Uptown,CityD,4051,318865
Downtown,CityC,2852,521229
Suburb,CityB,1045,203018
Uptown,CityE,1695,253947
Suburb,CityE,2569,321325
Seaside,CityB,3858,635696
Suburb,CityB,2938,135607
Seaside,CityB,1116,161684
Seaside,CityB,4744,529497
Suburb,CityA,3843,913758
Suburb,CityE,2311,637889
Seaside,CityA,671,748882
Uptown,CityD,4642,887567
Seaside,CityD,1125,778101
Countryside,CityE,4563,636201
Seaside,CityD,2754,110101
Uptown,CityB,952,249703
Countryside,CityA,1918,827444
Downtown,CityB,1253,727108
Downtown,CityD,3872,530086
Uptown,CityA,3223,804345
Seaside,CityB,3510,520431
Suburb,CityE,3411,884669
Uptown,CityB,1725,686398
Countryside,CityD,667,858175
Countryside,CityA,4185,119215
Downtown,CityE,585,846478
Countryside,CityA,2177,769384
Uptown,CityE,2482,176949
Countryside,CityA,1986,968287
Uptown,CityD,941,800843
Suburb,CityE,770,992711
Downtown,CityC,843,852932
Countryside,CityA,1706,309229
Uptown,CityA,3581,503727
Seaside,CityB,1757,746186
Downtown,CityE,2791,765918
Suburb,CityC,2032,590987
Uptown,CityD,3922,624814
Suburb,CityB,4862,610711
Suburb,CityC,2153,617291
Countryside,CityE,738,626041
Countryside,CityC,1414,519464
Uptown,CityA,1938,901088
Seaside,CityA,3516,385410
Uptown,CityB,1960,688843
Seaside,CityE,3579,162995
Suburb,CityE,2758,314646
Downtown,CityC,866,702565
Uptown,CityB,3491,563593
Uptown,CityE,4241,726633
Seaside,CityA,585,458255
Suburb,CityC,2993,689690
Suburb,CityD,631,354799
Seaside,CityA,1403,485891
Suburb,CityB,3956,272805
Countryside,CityE,1721,638706
Downtown,CityA,2263,354494
Uptown,CityD,3304,399329
Downtown,CityD,1726,141745
Uptown,CityB,1784,848777
Countryside,CityA,1189,809147
Suburb,CityC,4935,966555
Seaside,CityA,2496,807395
Countryside,CityD,4881,449948
Downtown,CityB,1609,530569
Seaside,CityB,929,473199
Suburb,CityC,4626,219097
Countryside,CityB,4281,148302
Seaside,CityB,1102,746849
Countryside,CityB,939,832339
Countryside,CityB,1484,515651
Suburb,CityB,2418,682016
Uptown,CityD,1027,985030
Seaside,CityA,4905,887670
Suburb,CityE,3496,311929
Countryside,CityB,3967,968042
Suburb,CityE,1861,244121
Uptown,CityE,1203,681481
Seaside,CityD,1162,790944
Uptown,CityB,864,428778
Downtown,CityE,1422,638967
Seaside,CityB,4356,396649
Uptown,CityC,675,413485
Countryside,CityC,1435,594285
Seaside,CityC,881,674662
Seaside,CityE,805,933430
Suburb,CityC,2890,286773
Countryside,CityD,2703,275931
Downtown,CityD,1965,489347
Uptown,CityE,3771,657466
Suburb,CityB,902,512545
Uptown,CityA,3170,550470
Downtown,CityB,2301,334162
Downtown,CityB,3150,469517
Seaside,CityB,676,608690
Downtown,CityB,1242,315101
Uptown,CityA,2848,318438
Countryside,CityC,4902,728427
Countryside,CityB,1250,200290
Seaside,CityD,1368,600590
Uptown,CityE,4562,271140
Uptown,CityE,4467,158951
Downtown,CityD,713,449773
Uptown,CityB,2117,869212
Suburb,CityA,3030,528387
Downtown,CityC,3833,763622
Suburb,CityE,2097,251857
Seaside,CityC,1011,955263
Countryside,CityA,752,443367
Seaside,CityE,4633,616857
Countryside,CityC,1128,669931
Seaside,CityA,3976,298729
Uptown,CityC,1486,627870
Suburb,CityB,2225,737069
Countryside,CityA,2593,874245
Downtown,CityC,2201,728292
Suburb,CityB,804,664288
Downtown,CityB,4578,726880
Suburb,CityA,2780,590424
Suburb,CityD,4840,101085
Seaside,CityE,3307,984426
Countryside,CityA,3386,553017
Countryside,CityB,3954,292811
Suburb,CityB,1524,619362
Uptown,CityA,4812,829541
Uptown,CityD,3475,993546
Downtown,CityE,1006,534812
Downtown,CityC,3451,610252
Seaside,CityA,1553,956842
Suburb,CityE,3174,572519
Downtown,CityE,3067,807548
Downtown,CityB,2404,388969
Suburb,CityC,4870,766273
Seaside,CityA,3394,312823
Downtown,CityB,1600,184269
Seaside,CityB,4161,900764
Countryside,CityD,2136,154895
Seaside,CityE,1955,497648
Uptown,CityA,4113,336641
Uptown,CityA,538,499319
Seaside,CityA,3584,884118
Uptown,CityB,4739,602532
Countryside,CityD,3231,429711
Suburb,CityC,2915,424857
Uptown,CityB,1258,314241
Uptown,CityC,4842,682927
Seaside,CityD,3616,581944
Countryside,CityE,1264,862183
Suburb,CityA,2922,465747
Seaside,CityC,1814,178488
Seaside,CityB,4802,455049
Countryside,CityC,4495,594614
Suburb,CityE,4529,365121
Countryside,CityA,4193,335101
Suburb,CityC,3685,416785
Countryside,CityE,3366,494484
Seaside,CityB,1817,678719
Seaside,CityD,1200,378900
Downtown,CityB,4883,776124
Uptown,CityA,2701,290984
Countryside,CityB,2093,770392
Downtown,CityB,4487,850374
Uptown,CityB,4645,801062
Countryside,CityB,1730,767245
Suburb,CityA,3112,896228
Uptown,CityE,3637,991015
Seaside,CityC,2408,263935
Downtown,CityD,2290,705302
Uptown,CityC,3428,787477
Uptown,CityC,1588,382469
Seaside,CityD,2881,500237
Countryside,CityA,4627,573937
Suburb,CityD,3445,879440
Seaside,CityA,4069,153096
Suburb,CityC,1665,826764
Countryside,CityA,1100,768431
Uptown,CityE,2525,951081
Suburb,CityD,2084,894473
Downtown,CityE,1487,837411
Downtown,CityC,2465,602827
Seaside,CityD,1939,140058
Countryside,CityC,1368,672551
Seaside,CityE,2563,322574
Seaside,CityC,1629,204820
Seaside,CityD,4878,731933
Downtown,CityD,4956,799830
Downtown,CityC,4229,843186
Seaside,CityD,2434,589454
Downtown,CityD,1576,390367
Countryside,CityC,2139,920007
Seaside,CityE,1892,865064
Downtown,CityD,530,383805
Suburb,CityD,1203,922864
Seaside,CityD,1368,330119
Seaside,CityD,732,524363
Countryside,CityC,1450,653402
Uptown,CityE,558,630318
Uptown,CityE,3318,452195
Countryside,CityA,4100,802789
Countryside,CityD,3649,934175
Countryside,CityD,801,326941
Uptown,CityA,3350,487900
Countryside,CityE,3444,427759
Downtown,CityB,2423,147577
Seaside,CityB,816,587800
Seaside,CityE,2388,472580
Suburb,CityD,3215,627254
Suburb,CityB,2381,475982
Seaside,CityC,4398,628016
Downtown,CityC,4613,792664
Uptown,CityA,1678,542493
Uptown,CityE,4355,335189
Downtown,CityE,4955,583546
Uptown,CityB,831,756307
Countryside,CityD,1027,967812
Seaside,CityE,2559,428274
Seaside,CityB,1598,645702
Downtown,CityB,711,193005
Uptown,CityE,2214,512655
Suburb,CityB,3188,978174
Suburb,CityA,2830,551436
Uptown,CityA,3766,802145
Suburb,CityE,1532,399117
Downtown,CityD,1832,973523
Downtown,CityA,2340,304390
Uptown,CityA,2638,823556
Suburb,CityE,4591,345389
Downtown,CityC,943,860520
Downtown,CityB,4674,761449
Countryside,CityA,1998,301926
Countryside,CityC,1426,948667
Downtown,CityD,1122,585357
Uptown,CityC,1979,129400
Seaside,CityE,3537,246477
Seaside,CityD,3885,479384
Downtown,CityD,3818,152763
Downtown,CityC,733,523425
Downtown,CityE,2117,304670
Uptown,CityA,3191,772784
Countryside,CityC,2530,993242
Downtown,CityA,886,975955
Downtown,CityC,2134,209955
Suburb,CityA,4633,251628
Uptown,CityC,1684,455281
Downtown,CityD,2467,836626
Suburb,CityB,740,758596
Seaside,CityD,1061,824576
Downtown,CityA,2499,916744
Downtown,CityE,2429,514407
Suburb,CityD,3279,209602
Uptown,CityB,2175,314529
Downtown,CityA,3015,923072
Seaside,CityD,2177,462315
Downtown,CityC,4641,424437
Seaside,CityE,4246,738412
Countryside,CityA,3856,346921
Countryside,CityD,2151,826589
Seaside,CityA,4677,710090
Uptown,CityC,4341,340324
Downtown,CityB,2941,454168
Downtown,CityD,1094,255194
Countryside,CityA,3112,796584
Seaside,CityA,4596,325612
Downtown,CityA,1996,499547
Downtown,CityB,4055,842462
Uptown,CityA,3858,473555
Suburb,CityE,2101,142262
Countryside,CityE,1414,478358
Countryside,CityA,2344,206435
Suburb,CityE,2495,710602
Downtown,CityD,594,814952
Uptown,CityE,992,789286
Uptown,CityA,3569,972719
Countryside,CityC,649,743606
Uptown,CityD,1546,492278
Suburb,CityB,3303,641816
Downtown,CityA,898,100068
Suburb,CityB,4976,955685
Seaside,CityC,1051,967186
Countryside,CityB,794,799328
Uptown,CityA,1643,453082
Seaside,CityA,955,590395
Uptown,CityC,2053,666417
Downtown,CityA,668,354935
Downtown,CityC,2446,476140
Downtown,CityC,753,325760
Uptown,CityA,2876,161321
Seaside,CityE,1820,635814
Downtown,CityC,3383,847812
Seaside,CityA,4107,863871
Uptown,CityE,2625,584780
Seaside,CityC,3996,782069
Uptown,CityE,2740,207535
Uptown,CityD,900,115063
Countryside,CityD,2656,760083
Uptown,CityE,2876,628501
Uptown,CityC,862,909229
Suburb,CityA,4438,332842
Downtown,CityB,4351,184946
Countryside,CityA,3912,713206
Countryside,CityB,2806,800577
Countryside,CityB,584,123655
Suburb,CityC,2324,589100
Uptown,CityE,4385,833350
Downtown,CityA,807,243659
Seaside,CityE,4857,908987
Uptown,CityD,2421,652359
Suburb,CityC,1130,906671
Uptown,CityC,2871,223441
Uptown,CityD,3800,459282
Suburb,CityA,4167,411295
Countryside,CityD,1226,626491
Countryside,CityA,2148,244707
Downtown,CityB,4812,283643
Downtown,CityC,1769,756504
Countryside,CityA,818,525915
Seaside,CityE,3975,839979
Uptown,CityE,3278,453807
Seaside,CityC,3558,491988
Uptown,CityD,4634,374357
Countryside,CityD,2102,116944
Downtown,CityA,2756,691011
Downtown,CityD,1329,299741
Seaside,CityC,1355,168947
Downtown,CityA,3148,265529
Countryside,CityB,2358,595927
Seaside,CityD,1602,135191
Uptown,CityD,2981,347129
Downtown,CityA,2320,622389
Suburb,CityE,2579,351767
Downtown,CityD,3658,172264
Uptown,CityC,2940,288996
Seaside,CityD,4184,526960
Uptown,CityB,1755,546640
Suburb,CityD,3457,581633
Countryside,CityE,4151,309409
Downtown,CityD,2739,569300
Seaside,CityA,2439,526102
Countryside,CityD,769,461990
Uptown,CityE,4564,709251
Seaside,CityA,4275,887404
Countryside,CityC,1612,461363
Seaside,CityA,1148,237693
Suburb,CityB,1679,322621
Suburb,CityA,2642,149738
Downtown,CityC,516,288766
Downtown,CityD,616,941209
Suburb,CityA,2045,376674
Seaside,CityA,3651,238426
Suburb,CityA,3193,932961
Downtown,CityA,4589,989327
Suburb,CityC,1776,938146
Suburb,CityE,3740,319831
Seaside,CityE,4288,224750
Countryside,CityA,871,545295
Downtown,CityC,3307,745171
Seaside,CityC,655,243622
Suburb,CityA,3161,357391
Suburb,CityB,964,450340
Countryside,CityA,4815,422529
Downtown,CityB,2273,951168
Downtown,CityA,616,916700
Uptown,CityB,2603,605871
Downtown,CityB,1874,759650
Countryside,CityA,3703,548250
Uptown,CityB,4903,916570
Uptown,CityD,4046,350927
Suburb,CityE,4477,486794
Suburb,CityC,4817,899864
Downtown,CityB,1696,691346
Uptown,CityB,3911,158175
Suburb,CityC,1296,133329
Countryside,CityB,4392,505544
Suburb,CityC,650,527463
Suburb,CityA,3749,368821
Uptown,CityD,611,150357
Uptown,CityD,1182,155812
Seaside,CityE,1661,665904
Countryside,CityB,2879,554500
Uptown,CityE,660,542957
Downtown,CityA,1925,546694
Countryside,CityD,4161,285128
Countryside,CityA,777,584699
Uptown,CityA,3891,407678
Countryside,CityB,2056,310128
Uptown,CityA,2415,688450
Suburb,CityD,3607,931143
Seaside,CityE,802,253877
Suburb,CityD,3273,982412
Uptown,CityB,4781,906575
Uptown,CityD,3745,208380
Suburb,CityC,1500,817833
Downtown,CityE,4334,247089
Downtown,CityC,4506,556418
Downtown,CityC,2218,584075
Uptown,CityB,4330,141423
Countryside,CityA,3681,141713
Uptown,CityC,3382,581072
Countryside,CityD,1498,698598
Suburb,CityA,784,888637
Seaside,CityD,920,415410
Countryside,CityD,2660,767702
Downtown,CityA,3565,818550
Uptown,CityA,2775,706151
Suburb,CityD,1994,776560
Downtown,CityB,4384,238260
Suburb,CityE,3043,488377
Seaside,CityE,4626,364952
Uptown,CityB,4757,375995
Uptown,CityA,2341,574106
Seaside,CityD,1221,296000
Uptown,CityE,1901,623047
Countryside,CityD,945,508274
Suburb,CityB,3291,638908
Downtown,CityD,4267,687283
Seaside,CityB,3051,589982
Countryside,CityA,2467,660969
Downtown,CityB,4388,950941
Downtown,CityB,3231,576555
Seaside,CityE,3129,167703
Countryside,CityD,2464,823040
Downtown,CityE,1557,863416
Downtown,CityC,1257,404280
Countryside,CityB,2295,322452
Uptown,CityC,2143,613795
Downtown,CityE,523,980131
Suburb,CityD,1739,450600
Countryside,CityE,4650,183086
Downtown,CityD,3597,791703
Seaside,CityD,1804,479673
Suburb,CityA,3042,380398
Downtown,CityB,4212,423417
Suburb,CityE,4455,552827
Suburb,CityD,4803,217574
Uptown,CityE,4728,739135
Suburb,CityE,1805,205547
Uptown,CityD,4964,553218
Countryside,CityC,3674,637214
Uptown,CityB,4128,854719
Seaside,CityB,1281,557480
Downtown,CityA,1066,608237
Countryside,CityA,4632,611500
Countryside,CityA,4773,451671
Seaside,CityB,1138,469531
Uptown,CityC,4200,389707
Downtown,CityB,4667,265202
Uptown,CityB,2899,887357
Suburb,CityB,3170,675883
Uptown,CityB,1672,230249
Countryside,CityC,2220,640609
